Complaint Text,Category
Ive been trying for hours to get hold of someone,Customer Service Issue
what are my chances of making a connection to El Paso AA with DFW from SAT AA delayed minutes,Late Flight
beyond frustrated with no call back from auto hold or whatever you call it Entered my number at CST still no call,Customer Service Issue
ahhhh your silence is golden now This tops it all Anyone get fired,Customer Service Issue
Hey AA can you help with an itinerary for a plat custy Stuck in PVR and phones arent working,Customer Service Issue
Wheres my DM Wheres my voucher Whos paying my cab and my car back to JFK tomorrow,Customer Service Issue
weve been on hold for hours,Customer Service Issue
Do you dislike delays when theyre caused by YOUR crew forgetting to load bags amp lazy pilot wanting duty day to end,Late Flight
Its not the weather Its also gross incompetence Understaffing Crew forgetting to load bags Dont duck truth,Cancelled Flight
and they waited hours in a stuffy plane until they could get off then more hrs to get their luggage AmericanAirlines,Late Flight
my flight out of TYR tomorrow was Cancelled Flighted due to weather How long until a rebook,Cancelled Flight
Has AA Flight from San Antonio to Dallas been Cancelled Flighted,Cancelled Flight
trying to book a flight on hold cant get through to a representative on the phone Advice,Flight Booking Problems
Cancelled Flights flights arbitrarily on same itinerary Weekend ruined for no good reason No crew missed Monday am mtg,Cancelled Flight
my flight was Cancelled Flightled from Laguardia to Louisville Ky and i am stuck at the airport Do you guys compensate for this,Cancelled Flight
amp if that wasnt enough your staff have been so rude amp ignored passengersdont think that should be accepted whatever reason,Flight Attendant Complaints
I understand the weather issue but you cant expect passengers to wait hours inside airports for whatever reason Outrageous,Long Lines
a friend is having flight Cancelled Flightlations out of LAX to CMH on Feb Anyway to help her number has been no help,Cancelled Flight
I used the call back feature with an operator regarding my flight got a call hours Late Flightr and got hung up on pleasehelp,Customer Service Issue
I need to be at work tomorrow at am therefore that doesnt help Direct message faster than calling number Backwards,Customer Service Issue
ugh Dump us in dfw wno luggage then Cancelled Flight our flight more times Sat arrival now Tue,Cancelled Flight
Cancelled Flights my flight doesnt send an email text or call Then puts me on way earlier flight I might miss now Thanks AA,Cancelled Flight
is overweight so you pull dozen passengers off Why not luggage Seriously,Bad Flight
I wait hrs for CS to call me back re why flt is cxldprotection amp they hang up the minute I answer on st ring,Customer Service Issue
Ive been on hold for mins about my Cancelled Flighted international flight Am out of country so cant leave a call back Help,Customer Service Issue
I just need a place to sleep when I land without accommodations in PLS,Late Flight
Flight NYCBuenos Aires has been delay since yesterday at PM Is going to take off at PM now Give us answers,Late Flight
Flight Cancelled Flightled cant go home until tomorrow I could use dinner and a play Its my first time in NYC,Cancelled Flight
How do I change my flight if the phone system keeps telling me that the representatives are busy,Customer Service Issue
thx for nothing on getting us out of the country and back to US Broken plane Come on Get another one,Bad Flight
my flight was Cancelled Flightled leaving tomorrow morning Auto rebooked for a Tuesday night flight but need to arrive Monday,Cancelled Flight
right on cue with the delays,Late Flight
leaving over minutes Late Flight No warnings or communication until we were minutes Late Flight Thats called shitty customer svc,Customer Service Issue
you have my money you change my flight and dont answer your phones Any other suggestions so I can make my commitment,Customer Service Issue
The flight attendant was dismissive when I asked for help with my overhead luggage.,Flight Attendant Complaints
Cabin crew spoke rudely to passengers and showed no patience during boarding.,Flight Attendant Complaints
"I requested assistance for my elderly parent, but the attendants ignored us.",Flight Attendant Complaints
The crew refused to provide water even after repeated requests.,Flight Attendant Complaints
One attendant rolled her eyes when I asked about meal options.,Flight Attendant Complaints
Flight attendants were chatting among themselves instead of attending to passengers.,Flight Attendant Complaints
The cabin crew did not respond when I pressed the call button multiple times.,Flight Attendant Complaints
I felt humiliated when the attendant scolded me loudly in front of other passengers.,Flight Attendant Complaints
The crew seemed irritated when I asked about connecting flight information.,Flight Attendant Complaints
"Attendants were unprofessional, arguing with each other in front of passengers.",Flight Attendant Complaints
The attendant was rude when I asked for help with my seatbelt.,Flight Attendant Complaints
Crew ignored my repeated requests for water.,Flight Attendant Complaints
Cabin staff spoke harshly to passengers during boarding.,Flight Attendant Complaints
The attendant rolled her eyes when I asked about meal options.,Flight Attendant Complaints
Flight attendants were chatting instead of serving passengers.,Flight Attendant Complaints
My elderly mother was not assisted despite asking for help.,Flight Attendant Complaints
The crew scolded me loudly in front of other passengers.,Flight Attendant Complaints
Attendants seemed irritated when I asked about connecting flights.,Flight Attendant Complaints
Cabin crew argued among themselves during service.,Flight Attendant Complaints
The attendant refused to help with my overhead luggage.,Flight Attendant Complaints
Crew ignored the call button multiple times.,Flight Attendant Complaints
Flight attendants were unprofessional and dismissive.,Flight Attendant Complaints
The attendant made sarcastic remarks when I asked for assistance.,Flight Attendant Complaints
"Cabin crew showed favoritism, serving some passengers first.",Flight Attendant Complaints
The attendant was impatient when I asked about seating.,Flight Attendant Complaints
Crew did not provide blankets despite repeated requests.,Flight Attendant Complaints
Flight attendants were inattentive during turbulence.,Flight Attendant Complaints
The attendant was aggressive when I asked about baggage rules.,Flight Attendant Complaints
Cabin staff ignored my child’s needs during the flight.,Flight Attendant Complaints
The attendant refused to explain safety instructions clearly.,Flight Attendant Complaints
Crew members were gossiping loudly instead of helping passengers.,Flight Attendant Complaints
The attendant dismissed my dietary request rudely.,Flight Attendant Complaints
Cabin crew did not smile or greet passengers.,Flight Attendant Complaints
The attendant was visibly annoyed when I asked for headphones.,Flight Attendant Complaints
Crew ignored my request for medical assistance.,Flight Attendant Complaints
Flight attendants were unhelpful with seat adjustments.,Flight Attendant Complaints
The attendant scolded passengers for minor issues.,Flight Attendant Complaints
Cabin crew did not assist with strollers.,Flight Attendant Complaints
The attendant was disrespectful when I asked about delays.,Flight Attendant Complaints
Crew refused to provide extra napkins.,Flight Attendant Complaints
Flight attendants ignored passengers during meal service.,Flight Attendant Complaints
The attendant was dismissive when I asked about Wi-Fi.,Flight Attendant Complaints
Cabin crew did not help with overhead storage.,Flight Attendant Complaints
The attendant was rude when I asked for directions.,Flight Attendant Complaints
Crew ignored my request for earplugs.,Flight Attendant Complaints
Flight attendants were unprofessional in their behavior.,Flight Attendant Complaints
The attendant was impatient when I asked about customs forms.,Flight Attendant Complaints
Cabin crew did not assist with wheelchair boarding.,Flight Attendant Complaints
The attendant refused to provide pillows.,Flight Attendant Complaints
Crew ignored my request for baby food.,Flight Attendant Complaints
Flight attendants were inattentive during boarding.,Flight Attendant Complaints
The attendant was rude when I asked about gate changes.,Flight Attendant Complaints
Cabin crew did not help with carry-on luggage.,Flight Attendant Complaints
The attendant scolded me for standing up.,Flight Attendant Complaints
Crew ignored my request for sanitizer.,Flight Attendant Complaints
Flight attendants were dismissive of passenger concerns.,Flight Attendant Complaints
The attendant was aggressive when I asked about baggage claim.,Flight Attendant Complaints
Cabin crew did not assist with oxygen masks properly.,Flight Attendant Complaints
The attendant was rude when I asked about connecting buses.,Flight Attendant Complaints
Crew ignored my repeated requests for assistance.,Flight Attendant Complaints
My suitcase was returned with a broken handle and scratches all over.,Damaged Luggage
"The zipper on my bag was torn after the flight, and items were missing.",Damaged Luggage
"I received my luggage with dents and a cracked wheel, making it unusable.",Damaged Luggage
My trolley bag was ripped open when I collected it from the belt.,Damaged Luggage
"The cabin crew mishandled my carry-on, leaving it with deep marks.",Damaged Luggage
My checked-in bag arrived soaked and damaged beyond repair.,Damaged Luggage
The lock on my suitcase was broken when I picked it up.,Damaged Luggage
My luggage was delivered with a hole in the side.,Damaged Luggage
The wheels of my suitcase were missing after the flight.,Damaged Luggage
My bag was returned with straps torn off.,Damaged Luggage
The hard shell of my suitcase was cracked during transit.,Damaged Luggage
My backpack was ripped and had stains when I received it.,Damaged Luggage
The airline damaged my luggage and refused compensation.,Damaged Luggage
My suitcase handle was bent and unusable after the flight.,Damaged Luggage
My bag arrived with broken zippers and scratches.,Damaged Luggage
The luggage was dented and had visible cracks.,Damaged Luggage
My suitcase was returned with missing tags and damage.,Damaged Luggage
"The airline staff mishandled my luggage, leaving it torn.",Damaged Luggage
My bag was crushed and had broken compartments.,Damaged Luggage
My suitcase was delivered with broken wheels and scratches.,Damaged Luggage
The luggage was ripped open and items were falling out.,Damaged Luggage
My suitcase was damaged and covered in grease stains.,Damaged Luggage
The airline returned my bag with a broken lock.,Damaged Luggage
My luggage was dented and had missing handles.,Damaged Luggage
The suitcase was cracked and unusable after the flight.,Damaged Luggage
My bag was returned with straps cut and torn.,Damaged Luggage
The luggage was damaged and had holes in the fabric.,Damaged Luggage
My suitcase was broken and items were missing.,Damaged Luggage
"The airline mishandled my luggage, leaving it unusable.",Damaged Luggage
My bag was returned with broken wheels and dents.,Damaged Luggage
The suitcase was ripped and had scratches all over.,Damaged Luggage
My luggage was damaged and had broken zippers.,Damaged Luggage
The airline returned my bag with cracks in the shell.,Damaged Luggage
My suitcase was dented and had missing parts.,Damaged Luggage
The luggage was damaged and covered in stains.,Damaged Luggage
My bag was returned with broken handles and scratches.,Damaged Luggage
The suitcase was cracked and had missing wheels.,Damaged Luggage
My luggage was ripped and had broken compartments.,Damaged Luggage
"The airline mishandled my bag, leaving it torn.",Damaged Luggage
My suitcase was damaged and had broken locks.,Damaged Luggage
The luggage was dented and had missing straps.,Damaged Luggage
My bag was returned with cracks and scratches.,Damaged Luggage
The suitcase was broken and unusable after the flight.,Damaged Luggage
My luggage was damaged and had holes in the shell.,Damaged Luggage
The airline returned my bag with broken zippers.,Damaged Luggage
My suitcase was dented and had missing handles.,Damaged Luggage
The luggage was ripped and had broken wheels.,Damaged Luggage
My bag was returned with cracks and scratches.,Damaged Luggage
The suitcase was damaged and had broken compartments.,Damaged Luggage
My luggage was broken and unusable after the flight.,Damaged Luggage
My suitcase came back with a huge crack in the shell.,Damaged Luggage
The airline returned my bag with broken straps.,Damaged Luggage
My luggage was soaked and smelled terrible after the flight.,Damaged Luggage
The handle of my suitcase was missing when I picked it up.,Damaged Luggage
My bag was crushed and had broken compartments inside.,Damaged Luggage
The zipper was ripped open and items spilled out.,Damaged Luggage
My suitcase was dented and had scratches all over.,Damaged Luggage
The airline damaged my luggage and refused to take responsibility.,Damaged Luggage
My bag arrived with a broken lock and missing items.,Damaged Luggage
The wheels of my suitcase were bent and unusable.,Damaged Luggage
My luggage was returned with holes in the fabric.,Damaged Luggage
The suitcase was cracked and had missing tags.,Damaged Luggage
My bag was delivered with stains and tears.,Damaged Luggage
"The airline mishandled my luggage, leaving it unusable.",Damaged Luggage
My suitcase was returned with broken zippers and dents.,Damaged Luggage
The luggage was ripped and had broken handles.,Damaged Luggage
My bag was crushed and had broken wheels.,Damaged Luggage
The suitcase was dented and had missing compartments.,Damaged Luggage
My luggage was damaged and covered in grease.,Damaged Luggage
The airline returned my bag with cracks in the shell.,Damaged Luggage
My suitcase was broken and unusable after the flight.,Damaged Luggage
The luggage was ripped open and had scratches.,Damaged Luggage
My bag was returned with broken locks and dents.,Damaged Luggage
The suitcase was cracked and had missing wheels.,Damaged Luggage
My luggage was damaged and had broken straps.,Damaged Luggage
"The airline mishandled my bag, leaving it torn.",Damaged Luggage
My suitcase was dented and had missing handles.,Damaged Luggage
The luggage was ripped and had broken compartments.,Damaged Luggage
My bag was returned with cracks and scratches.,Damaged Luggage
The suitcase was damaged and had broken zippers.,Damaged Luggage
My luggage was broken and unusable after the flight.,Damaged Luggage
The airline returned my bag with dents and stains.,Damaged Luggage
My suitcase was cracked and had missing parts.,Damaged Luggage
The luggage was ripped and had broken wheels.,Damaged Luggage
My bag was returned with scratches and broken locks.,Damaged Luggage
The suitcase was dented and had missing straps.,Damaged Luggage
My luggage was damaged and had holes in the shell.,Damaged Luggage
"The airline mishandled my bag, leaving it unusable.",Damaged Luggage
My suitcase was broken and had missing wheels.,Damaged Luggage
The luggage was ripped and had broken compartments.,Damaged Luggage
My bag was returned with cracks and scratches.,Damaged Luggage
The suitcase was damaged and had broken handles.,Damaged Luggage
My luggage was dented and had missing locks.,Damaged Luggage
The airline returned my bag with broken zippers.,Damaged Luggage
My suitcase was cracked and had missing straps.,Damaged Luggage
The luggage was ripped and had broken wheels.,Damaged Luggage
My bag was returned with dents and scratches.,Damaged Luggage
The suitcase was damaged and had broken compartments.,Damaged Luggage
My luggage was broken and unusable after the flight.,Damaged Luggage
"The airline mishandled my bag, leaving it torn and dented.",Damaged Luggage
"The check-in line took over an hour, and I almost missed my flight.",Long Lines
"Security queues were extremely long, with only two counters open.",Long Lines
"Boarding was chaotic, and passengers had to wait in line for 40 minutes.",Long Lines
I had to stand in line for baggage drop for nearly 90 minutes.,Long Lines
"The customer service desk had a huge line, and staff were very slow.",Long Lines
Immigration lines were so long that I missed my connection.,Long Lines
The queue at the boarding gate was disorganized and endless.,Long Lines
Long lines at the help desk wasted my time.,Long Lines
The baggage claim line was backed up for hours.,Long Lines
Security screening took forever due to understaffing.,Long Lines
The line for seat upgrades was unreasonably long.,Long Lines
"Check-in counters were understaffed, causing massive queues.",Long Lines
The boarding line stretched across the terminal.,Long Lines
Long lines at the ticket counter delayed my travel.,Long Lines
The queue for customer assistance was painfully slow.,Long Lines
Security lines were so long that passengers were panicking.,Long Lines
The boarding process was delayed due to endless queues.,Long Lines
Long lines at baggage drop caused unnecessary stress.,Long Lines
"Immigration counters had only one officer, leading to huge queues.",Long Lines
The line for rebooking flights was hours long.,Long Lines
Check-in lines were mismanaged and extremely slow.,Long Lines
Boarding lines were confusing and overcrowded.,Long Lines
Long queues at the help desk wasted my time.,Long Lines
Security lines stretched across the terminal.,Long Lines
The boarding gate line was unreasonably long.,Long Lines
Check-in queues were endless and poorly managed.,Long Lines
Long lines at baggage claim delayed my departure.,Long Lines
Immigration queues were chaotic and stressful.,Long Lines
The line for customer service was painfully slow.,Long Lines
Boarding queues were overcrowded and disorganized.,Long Lines
Long lines at the ticket counter wasted my time.,Long Lines
Security queues were endless and mismanaged.,Long Lines
Check-in lines were unreasonably long.,Long Lines
Boarding queues stretched across the gate area.,Long Lines
Long lines at baggage drop caused delays.,Long Lines
Immigration queues were extremely slow.,Long Lines
The line for rebooking was hours long.,Long Lines
Check-in queues were chaotic and stressful.,Long Lines
Boarding lines were overcrowded and endless.,Long Lines
Long queues at customer service wasted my time.,Long Lines
Security lines were painfully slow.,Long Lines
Check-in lines stretched across the terminal.,Long Lines
Boarding queues were mismanaged and long.,Long Lines
Long lines at baggage claim delayed passengers.,Long Lines
Immigration queues were overcrowded and slow.,Long Lines
The line for ticketing was unreasonably long.,Long Lines
Check-in queues were endless and stressful.,Long Lines
Boarding lines were chaotic and overcrowded.,Long Lines
Long queues at security delayed my flight.,Long Lines
Customer service lines were painfully slow.,Long Lines
The queue at the boarding gate stretched across the hall.,Long Lines
"Check-in counters had only two staff, leading to massive lines.",Long Lines
Security screening took more than an hour.,Long Lines
The baggage drop line was unreasonably long.,Long Lines
Immigration queues were backed up with hundreds of passengers.,Long Lines
The line for rebooking flights was endless.,Long Lines
Customer service counters had lines that barely moved.,Long Lines
Boarding lines were chaotic and overcrowded.,Long Lines
Check-in queues delayed my travel plans.,Long Lines
Security lines were painfully slow and mismanaged.,Long Lines
The boarding gate line was confusing and long.,Long Lines
Immigration queues caused me to miss my connection.,Long Lines
The baggage claim line was backed up for hours.,Long Lines
Check-in lines stretched across the terminal.,Long Lines
Security queues were endless and stressful.,Long Lines
Boarding lines were overcrowded and poorly managed.,Long Lines
Customer service lines wasted hours of my time.,Long Lines
Immigration queues were chaotic and slow.,Long Lines
The line for ticketing was unreasonably long.,Long Lines
Check-in queues were endless and mismanaged.,Long Lines
Boarding lines were overcrowded and endless.,Long Lines
Security lines delayed my flight departure.,Long Lines
Customer service queues were painfully slow.,Long Lines
Immigration lines were extremely long and stressful.,Long Lines
Check-in counters had huge queues and few staff.,Long Lines
Boarding lines stretched across the gate area.,Long Lines
Security queues were overcrowded and slow.,Long Lines
Customer service lines wasted valuable time.,Long Lines
Immigration queues were endless and mismanaged.,Long Lines
Check-in lines were chaotic and stressful.,Long Lines
Boarding queues were overcrowded and confusing.,Long Lines
Security lines stretched across the terminal.,Long Lines
Customer service queues were painfully slow.,Long Lines
Immigration lines delayed my connection.,Long Lines
Check-in queues were endless and stressful.,Long Lines
Boarding lines were chaotic and overcrowded.,Long Lines
Security queues were painfully slow.,Long Lines
Customer service lines wasted my time.,Long Lines
Immigration queues were overcrowded and endless.,Long Lines
Check-in lines stretched across the hall.,Long Lines
Boarding queues were mismanaged and long.,Long Lines
Security lines delayed passengers significantly.,Long Lines
Customer service queues were unreasonably long.,Long Lines
Immigration lines were chaotic and stressful.,Long Lines
Check-in queues were endless and mismanaged.,Long Lines
Boarding lines were overcrowded and endless.,Long Lines
Security queues were painfully slow and stressful.,Long Lines
Customer service lines wasted hours.,Long Lines
Immigration queues were overcrowded and slow.,Long Lines
Check-in lines stretched across the terminal.,Long Lines
The attendant ignored my request for assistance with my child.,Flight Attendant Complaints
Cabin crew were dismissive when I asked about meal options.,Flight Attendant Complaints
The attendant spoke rudely when I requested a blanket.,Flight Attendant Complaints
Crew members were gossiping loudly instead of helping passengers.,Flight Attendant Complaints
The attendant scolded me for standing up during the flight.,Flight Attendant Complaints
Cabin crew did not respond when I pressed the call button.,Flight Attendant Complaints
The attendant was visibly annoyed when I asked for headphones.,Flight Attendant Complaints
Crew ignored my request for medical assistance.,Flight Attendant Complaints
The attendant refused to help with my overhead luggage.,Flight Attendant Complaints
Cabin crew were unprofessional and inattentive.,Flight Attendant Complaints
The attendant made sarcastic remarks when I asked for water.,Flight Attendant Complaints
"Crew showed favoritism, serving some passengers first.",Flight Attendant Complaints
The attendant was impatient when I asked about seating.,Flight Attendant Complaints
Cabin crew did not provide pillows despite repeated requests.,Flight Attendant Complaints
The attendant was aggressive when I asked about baggage rules.,Flight Attendant Complaints
Crew ignored my elderly parent’s needs during the flight.,Flight Attendant Complaints
The attendant refused to explain safety instructions clearly.,Flight Attendant Complaints
Cabin staff were chatting among themselves during turbulence.,Flight Attendant Complaints
The attendant dismissed my dietary request rudely.,Flight Attendant Complaints
Crew did not smile or greet passengers.,Flight Attendant Complaints
The attendant was irritated when I asked for napkins.,Flight Attendant Complaints
Cabin crew ignored my request for sanitizer.,Flight Attendant Complaints
The attendant scolded passengers for minor issues.,Flight Attendant Complaints
Crew did not assist with strollers.,Flight Attendant Complaints
The attendant was disrespectful when I asked about delays.,Flight Attendant Complaints
Cabin crew refused to provide extra water bottles.,Flight Attendant Complaints
The attendant ignored my request for baby food.,Flight Attendant Complaints
Crew were inattentive during boarding.,Flight Attendant Complaints
The attendant was rude when I asked about gate changes.,Flight Attendant Complaints
Cabin crew did not help with carry-on luggage.,Flight Attendant Complaints
The attendant scolded me for asking questions.,Flight Attendant Complaints
Crew ignored my repeated requests for assistance.,Flight Attendant Complaints
The attendant was aggressive when I asked about baggage claim.,Flight Attendant Complaints
Cabin crew did not assist with oxygen masks properly.,Flight Attendant Complaints
The attendant was rude when I asked about connecting buses.,Flight Attendant Complaints
Crew ignored my request for customs forms.,Flight Attendant Complaints
The attendant was impatient when I asked about Wi-Fi.,Flight Attendant Complaints
Cabin crew did not help with wheelchair boarding.,Flight Attendant Complaints
The attendant refused to provide blankets.,Flight Attendant Complaints
Crew ignored my request for earplugs.,Flight Attendant Complaints
The attendant was dismissive when I asked about immigration.,Flight Attendant Complaints
Cabin crew did not assist with seat adjustments.,Flight Attendant Complaints
The attendant scolded me loudly in front of others.,Flight Attendant Complaints
Crew ignored my request for headphones.,Flight Attendant Complaints
The attendant was rude when I asked about connecting flights.,Flight Attendant Complaints
Cabin crew did not help with overhead storage.,Flight Attendant Complaints
The attendant was disrespectful when I asked about boarding.,Flight Attendant Complaints
Crew ignored my request for water during turbulence.,Flight Attendant Complaints
The attendant was impatient when I asked about baggage tags.,Flight Attendant Complaints
"Cabin crew were unprofessional, arguing in front of passengers.",Flight Attendant Complaints
The attendant ignored my repeated requests for water,Flight Attendant Complaints
Cabin crew were dismissive when I asked for help with my seat,Flight Attendant Complaints
The attendant spoke rudely when I requested a blanket,Flight Attendant Complaints
Crew members were gossiping loudly instead of assisting passengers,Flight Attendant Complaints
The attendant scolded me for standing up during the flight,Flight Attendant Complaints
Cabin crew did not respond when I pressed the call button,Flight Attendant Complaints
The attendant was visibly annoyed when I asked for headphones,Flight Attendant Complaints
Crew ignored my request for medical assistance,Flight Attendant Complaints
The attendant refused to help with my overhead luggage,Flight Attendant Complaints
Cabin crew were inattentive and unprofessional,Flight Attendant Complaints
The attendant made sarcastic remarks when I asked for assistance,Flight Attendant Complaints
"Crew showed favoritism, serving some passengers first",Flight Attendant Complaints
The attendant was impatient when I asked about seating,Flight Attendant Complaints
Cabin crew did not provide pillows despite repeated requests,Flight Attendant Complaints
The attendant was aggressive when I asked about baggage rules,Flight Attendant Complaints
Crew ignored my elderly parent’s needs during the flight,Flight Attendant Complaints
The attendant refused to explain safety instructions clearly,Flight Attendant Complaints
Cabin staff were chatting among themselves during turbulence,Flight Attendant Complaints
The attendant dismissed my dietary request rudely,Flight Attendant Complaints
Crew did not greet passengers or smile,Flight Attendant Complaints
The attendant was irritated when I asked for napkins,Flight Attendant Complaints
Cabin crew ignored my request for sanitizer,Flight Attendant Complaints
The attendant scolded passengers for minor issues,Flight Attendant Complaints
Crew did not assist with strollers,Flight Attendant Complaints
The attendant was disrespectful when I asked about delays,Flight Attendant Complaints
Cabin crew refused to provide extra water bottles,Flight Attendant Complaints
The attendant ignored my request for baby food,Flight Attendant Complaints
Crew were inattentive during boarding,Flight Attendant Complaints
The attendant was rude when I asked about gate changes,Flight Attendant Complaints
Cabin crew did not help with carry-on luggage,Flight Attendant Complaints
The attendant scolded me for asking questions,Flight Attendant Complaints
Crew ignored my repeated requests for assistance,Flight Attendant Complaints
The attendant was aggressive when I asked about baggage claim,Flight Attendant Complaints
Cabin crew did not assist with oxygen masks properly,Flight Attendant Complaints
The attendant was rude when I asked about connecting buses,Flight Attendant Complaints
Crew ignored my request for customs forms,Flight Attendant Complaints
The attendant was impatient when I asked about Wi-Fi,Flight Attendant Complaints
Cabin crew did not help with wheelchair boarding,Flight Attendant Complaints
The attendant refused to provide blankets,Flight Attendant Complaints
Crew ignored my request for earplugs,Flight Attendant Complaints
The attendant was dismissive when I asked about immigration,Flight Attendant Complaints
Cabin crew did not assist with seat adjustments,Flight Attendant Complaints
The attendant scolded me loudly in front of others,Flight Attendant Complaints
Crew ignored my request for headphones,Flight Attendant Complaints
The attendant was rude when I asked about connecting flights,Flight Attendant Complaints
Cabin crew did not help with overhead storage,Flight Attendant Complaints
The attendant was disrespectful when I asked about boarding,Flight Attendant Complaints
Crew ignored my request for water during turbulence,Flight Attendant Complaints
The attendant was impatient when I asked about baggage tags,Flight Attendant Complaints
"Cabin crew were unprofessional, arguing in front of passengers",Flight Attendant Complaints
My booking was charged twice and I did not get a refund,Flight Booking Problems
The ticket showed the wrong passenger name despite entering it correctly,Flight Booking Problems
Payment went through but no booking confirmation was received,Flight Booking Problems
I was issued duplicate tickets for the same flight,Flight Booking Problems
The booking system crashed while I was paying,Flight Booking Problems
My flight was booked for the wrong date,Flight Booking Problems
The ticket showed the wrong destination city,Flight Booking Problems
I was charged extra fees without explanation during booking,Flight Booking Problems
The booking portal did not apply my discount code,Flight Booking Problems
My booking was cancelled without notice,Flight Booking Problems
The ticket confirmation email never arrived,Flight Booking Problems
I was unable to select seats during booking,Flight Booking Problems
The system booked me on the wrong flight time,Flight Booking Problems
My booking showed incorrect baggage allowance,Flight Booking Problems
The ticket was issued under the wrong gender,Flight Booking Problems
I was charged for insurance I did not select,Flight Booking Problems
The booking portal froze and I lost my reservation,Flight Booking Problems
My ticket showed the wrong class of travel,Flight Booking Problems
The booking system did not accept my payment card,Flight Booking Problems
I was charged twice for the same booking,Flight Booking Problems
The ticket showed the wrong connecting flight,Flight Booking Problems
My booking was not updated after schedule changes,Flight Booking Problems
The system booked me for two passengers instead of one,Flight Booking Problems
My ticket showed the wrong departure airport,Flight Booking Problems
The booking portal did not allow me to add meals,Flight Booking Problems
My booking was cancelled after payment was made,Flight Booking Problems
The ticket confirmation had missing details,Flight Booking Problems
I was unable to change my booking online,Flight Booking Problems
The system booked me in economy instead of business class,Flight Booking Problems
My booking showed the wrong return date,Flight Booking Problems
The ticket was issued without seat assignment,Flight Booking Problems
I was charged for baggage twice during booking,Flight Booking Problems
The booking portal did not save my preferences,Flight Booking Problems
My ticket showed the wrong flight number,Flight Booking Problems
The system booked me for a flight I did not select,Flight Booking Problems
My booking was cancelled due to a system error,Flight Booking Problems
The ticket confirmation had incorrect passenger details,Flight Booking Problems
I was unable to apply loyalty points during booking,Flight Booking Problems
The system charged me for an extra passenger,Flight Booking Problems
My booking showed the wrong arrival airport,Flight Booking Problems
The ticket was issued without meal options,Flight Booking Problems
I was charged for priority boarding I did not request,Flight Booking Problems
The booking portal did not allow me to edit details,Flight Booking Problems
My ticket showed the wrong travel date,Flight Booking Problems
The system booked me for a flight at midnight instead of morning,Flight Booking Problems
My booking was cancelled without refund,Flight Booking Problems
The ticket confirmation had duplicate entries,Flight Booking Problems
I was unable to cancel my booking online,Flight Booking Problems
The system booked me for the wrong airline partner,Flight Booking Problems
My booking showed the wrong layover city,Flight Booking Problems
My booking showed the wrong passenger age,Flight Booking Problems
The ticket was issued without a boarding pass attached,Flight Booking Problems
I was unable to update my passport details in the booking,Flight Booking Problems
The system charged me for a seat I did not select,Flight Booking Problems
My booking confirmation had missing flight times,Flight Booking Problems
The ticket showed the wrong travel class after payment,Flight Booking Problems
I was unable to add baggage during booking,Flight Booking Problems
The system booked me for the wrong airline partner,Flight Booking Problems
My booking was cancelled due to a technical error,Flight Booking Problems
The ticket confirmation had duplicate passenger names,Flight Booking Problems
I was charged for meals I did not request,Flight Booking Problems
The booking portal did not allow me to change dates,Flight Booking Problems
My ticket showed the wrong departure gate,Flight Booking Problems
The system booked me for two flights at the same time,Flight Booking Problems
My booking was cancelled without explanation,Flight Booking Problems
The ticket confirmation had incorrect seat numbers,Flight Booking Problems
I was unable to apply my voucher during booking,Flight Booking Problems
The system charged me for an extra ticket,Flight Booking Problems
My booking showed the wrong arrival time,Flight Booking Problems
The ticket was issued without baggage allowance,Flight Booking Problems
I was charged for travel insurance I did not select,Flight Booking Problems
The booking portal did not save my payment details,Flight Booking Problems
My ticket showed the wrong connecting airport,Flight Booking Problems
The system booked me for a flight I did not choose,Flight Booking Problems
My booking was cancelled after payment was processed,Flight Booking Problems
The ticket confirmation had missing passenger details,Flight Booking Problems
I was unable to cancel my booking online,Flight Booking Problems
The system booked me in economy instead of premium class,Flight Booking Problems
My booking showed the wrong return flight time,Flight Booking Problems
The ticket was issued without meal preferences,Flight Booking Problems
I was charged twice for the same reservation,Flight Booking Problems
The booking portal did not allow me to edit passenger names,Flight Booking Problems
My ticket showed the wrong flight duration,Flight Booking Problems
The system booked me for a flight at midnight instead of morning,Flight Booking Problems
My booking was cancelled without refund,Flight Booking Problems
The ticket confirmation had incorrect baggage details,Flight Booking Problems
I was unable to change my seat assignment online,Flight Booking Problems
The system charged me for priority boarding I did not request,Flight Booking Problems
My booking showed the wrong departure city,Flight Booking Problems
The ticket was issued without travel insurance details,Flight Booking Problems
I was charged for an extra passenger I did not add,Flight Booking Problems
The booking portal did not allow me to select seats,Flight Booking Problems
My ticket showed the wrong layover duration,Flight Booking Problems
The system booked me for the wrong flight date,Flight Booking Problems
My booking was cancelled due to payment failure,Flight Booking Problems
The ticket confirmation had duplicate flight numbers,Flight Booking Problems
I was unable to rebook my flight online,Flight Booking Problems
The system booked me for the wrong airline code share,Flight Booking Problems
My booking showed the wrong baggage allowance,Flight Booking Problems
The ticket was issued without confirmation email,Flight Booking Problems
The flight was extremely uncomfortable with cramped seating,Bad Flight
The cabin was dirty and smelled bad throughout the journey,Bad Flight
The flight was very noisy and stressful,Bad Flight
The air conditioning did not work properly during the trip,Bad Flight
The seats were broken and could not recline,Bad Flight
The cabin lights were left on the entire night flight,Bad Flight
The flight was delayed and no explanation was given,Bad Flight
